Pay Item,Pay Item (Normalized),Description,Unit,Trade,Category,Division,Part,Item,Sources
"1101 (1) b16","1101 (1)B16","Electric Wire Stranded TW/THHN/THWN2 325 mm2","Roll","Other","General Works","DIVISION II - BUILDING","PART F","ITEM 1101 � WIRES, CABLES AND WIRING DEVICES","BuildingEstimate, Cost-Estimate"
"1101 (1) b17","1101 (1)B17","Electric Wire Stranded TW/THHN/THWN2 400 mm2","Roll","Other","General Works","DIVISION II - BUILDING","PART F","ITEM 1101 � WIRES, CABLES AND WIRING DEVICES","BuildingEstimate, Cost-Estimate"
"1101 (1) b18","1101 (1)B18","Electric Wire Stranded TW/THHN/THWN2 500 mm2","Roll","Other","General Works","DIVISION II - BUILDING","PART F","ITEM 1101 � WIRES, CABLES AND WIRING DEVICES","BuildingEstimate, Cost-Estimate"
"1101 (1) b19","1101 (1)B19","Electric Wire Stranded TW/THHN/THWN2","Roll","Other","General Works","DIVISION II - BUILDING","PART F","ITEM 1101 � WIRES, CABLES AND WIRING DEVICES","BuildingEstimate, Cost-Estimate"
"1101 (1) b2","1101 (1)B2","Electric Wire Stranded TW/THHN/THWN2 5.5 mm2","Roll","Other","General Works","DIVISION II - BUILDING","PART F","ITEM 1101 � WIRES, CABLES AND WIRING DEVICES","BuildingEstimate, Cost-Estimate"
"1101 (1) b3","1101 (1)B3","Electric Wire Stranded TW/THHN/THWN2 8.0 mm2","Roll","Other","General Works","DIVISION II - BUILDING","PART F","ITEM 1101 � WIRES, CABLES AND WIRING DEVICES","BuildingEstimate, Cost-Estimate"
"1101 (1) b4","1101 (1)B4","Electric Wire Stranded TW/THHN/THWN2 14 mm2","Roll","Other","General Works","DIVISION II - BUILDING","PART F","ITEM 1101 � WIRES, CABLES AND WIRING DEVICES","BuildingEstimate, Cost-Estimate"
"1101 (1) b5","1101 (1)B5","Electric Wire Stranded TW/THHN/THWN2 22 mm2","Roll","Other","General Works","DIVISION II - BUILDING","PART F","ITEM 1101 � WIRES, CABLES AND WIRING DEVICES","BuildingEstimate, Cost-Estimate"
"1101 (1) b6","1101 (1)B6","Electric Wire Stranded TW/THHN/THWN2 30 mm2","Roll","Other","General Works","DIVISION II - BUILDING","PART F","ITEM 1101 � WIRES, CABLES AND WIRING DEVICES","BuildingEstimate, Cost-Estimate"
"1101 (1) b7","1101 (1)B7","Electric Wire Stranded TW/THHN/THWN2 38 mm2","Roll","Other","General Works","DIVISION II - BUILDING","PART F","ITEM 1101 � WIRES, CABLES AND WIRING DEVICES","BuildingEstimate, Cost-Estimate"
"1101 (1) b8","1101 (1)B8","Electric Wire Stranded TW/THHN/THWN2 50 mm2","Roll","Other","General Works","DIVISION II - BUILDING","PART F","ITEM 1101 � WIRES, CABLES AND WIRING DEVICES","BuildingEstimate, Cost-Estimate"
"1101 (1) b9","1101 (1)B9","Electric Wire Stranded TW/THHN/THWN2 Page 4 STANDARD PAY ITEM LIST FOR INFRASTRUCTURE PROJECTS 60 mm2","Roll","Other","General Works","DIVISION II - BUILDING","PART F","ITEM 1101 � WIRES, CABLES AND WIRING DEVICES","BuildingEstimate, Cost-Estimate"
"1101 (1) c1","1101 (1)C1","Electric Wire 14 mm² ACSR","Roll","Other","General Works","DIVISION II - BUILDING","PART F","ITEM 1101 � WIRES, CABLES AND WIRING DEVICES","BuildingEstimate, Cost-Estimate"
"1101 (1) c10","1101 (1)C10","Electric Wire 150 mm² ACSR","Roll","Other","General Works","DIVISION II - BUILDING","PART F","ITEM 1101 � WIRES, CABLES AND WIRING DEVICES","BuildingEstimate, Cost-Estimate"
"1101 (1) c11","1101 (1)C11","Electric Wire 200 mm² ACSR","Roll","Other","General Works","DIVISION II - BUILDING","PART F","ITEM 1101 � WIRES, CABLES AND WIRING DEVICES","BuildingEstimate, Cost-Estimate"
"1101 (1) c12","1101 (1)C12","Electric Wire 250 mm² ACSR Page 5 STANDARD PAY ITEM LIST FOR INFRASTRUCTURE PROJECTS","Roll","Other","General Works","DIVISION II - BUILDING","PART F","ITEM 1101 � WIRES, CABLES AND WIRING DEVICES","BuildingEstimate, Cost-Estimate"
"1101 (1) c2","1101 (1)C2","Electric Wire 22 mm² ACSR","Roll","Other","General Works","DIVISION II - BUILDING","PART F","ITEM 1101 � WIRES, CABLES AND WIRING DEVICES","BuildingEstimate, Cost-Estimate"
"1101 (1) c3","1101 (1)C3","Electric Wire 30 mm² ACSR","Roll","Other","General Works","DIVISION II - BUILDING","PART F","ITEM 1101 � WIRES, CABLES AND WIRING DEVICES","BuildingEstimate, Cost-Estimate"
"1101 (1) c4","1101 (1)C4","Electric Wire 38 mm² ACSR","Roll","Other","General Works","DIVISION II - BUILDING","PART F","ITEM 1101 � WIRES, CABLES AND WIRING DEVICES","BuildingEstimate, Cost-Estimate"
"1101 (1) c5","1101 (1)C5","Electric Wire 50 mm² ACSR","Roll","Other","General Works","DIVISION II - BUILDING","PART F","ITEM 1101 � WIRES, CABLES AND WIRING DEVICES","BuildingEstimate, Cost-Estimate"
"1101 (1) c6","1101 (1)C6","Electric Wire 60 mm² ACSR","Roll","Other","General Works","DIVISION II - BUILDING","PART F","ITEM 1101 � WIRES, CABLES AND WIRING DEVICES","BuildingEstimate, Cost-Estimate"
"1101 (1) c7","1101 (1)C7","Electric Wire 80 mm² ACSR","Roll","Other","General Works","DIVISION II - BUILDING","PART F","ITEM 1101 � WIRES, CABLES AND WIRING DEVICES","BuildingEstimate, Cost-Estimate"
"1101 (1) c8","1101 (1)C8","Electric Wire 100 mm² ACSR","Roll","Other","General Works","DIVISION II - BUILDING","PART F","ITEM 1101 � WIRES, CABLES AND WIRING DEVICES","BuildingEstimate, Cost-Estimate"
"1101 (1) c9","1101 (1)C9","Electric Wire 125 mm² ACSR","Roll","Other","General Works","DIVISION II - BUILDING","PART F","ITEM 1101 � WIRES, CABLES AND WIRING DEVICES","BuildingEstimate, Cost-Estimate"
"1101 (1) d1","1101 (1)D1","Electric Wire 1C X 4 XLPE","Roll","Other","General Works","DIVISION II - BUILDING","PART F","ITEM 1101 � WIRES, CABLES AND WIRING DEVICES","BuildingEstimate, Cost-Estimate"
"1101 (1) d10","1101 (1)D10","Electric Wire 1C X 185 XLPE","Roll","Other","General Works","DIVISION II - BUILDING","PART F","ITEM 1101 � WIRES, CABLES AND WIRING DEVICES","BuildingEstimate, Cost-Estimate"
"1101 (1) d11","1101 (1)D11","Electric Wire 1C X 240 XLPE","Roll","Other","General Works","DIVISION II - BUILDING","PART F","ITEM 1101 � WIRES, CABLES AND WIRING DEVICES","BuildingEstimate, Cost-Estimate"
"1101 (1) d12","1101 (1)D12","Electric Wire 1C X 300 XLPE","Roll","Other","General Works","DIVISION II - BUILDING","PART F","ITEM 1101 � WIRES, CABLES AND WIRING DEVICES","BuildingEstimate, Cost-Estimate"
"1101 (1) d13","1101 (1)D13","Electric Wire 1C X 400 XLPE","Roll","Other","General Works","DIVISION II - BUILDING","PART F","ITEM 1101 � WIRES, CABLES AND WIRING DEVICES","BuildingEstimate, Cost-Estimate"
"1101 (1) d14","1101 (1)D14","Electric Wire 1C X 500 XLPE","Roll","Other","General Works","DIVISION II - BUILDING","PART F","ITEM 1101 � WIRES, CABLES AND WIRING DEVICES","BuildingEstimate, Cost-Estimate"
"1101 (1) d2","1101 (1)D2","Electric Wire 1C X 6 XLPE","Roll","Other","General Works","DIVISION II - BUILDING","PART F","ITEM 1101 � WIRES, CABLES AND WIRING DEVICES","BuildingEstimate, Cost-Estimate"
"1101 (1) d3","1101 (1)D3","Electric Wire 1C X 10 XLPE","Roll","Other","General Works","DIVISION II - BUILDING","PART F","ITEM 1101 � WIRES, CABLES AND WIRING DEVICES","BuildingEstimate, Cost-Estimate"
"1101 (1) d4","1101 (1)D4","Electric Wire 1C X 25 XLPE","Roll","Other","General Works","DIVISION II - BUILDING","PART F","ITEM 1101 � WIRES, CABLES AND WIRING DEVICES","BuildingEstimate, Cost-Estimate"
"1101 (1) d5","1101 (1)D5","Electric Wire 1C X 35 XLPE","Roll","Other","General Works","DIVISION II - BUILDING","PART F","ITEM 1101 � WIRES, CABLES AND WIRING DEVICES","BuildingEstimate, Cost-Estimate"
"1101 (1) d6","1101 (1)D6","Electric Wire 1C X 50 XLPE","Roll","Other","General Works","DIVISION II - BUILDING","PART F","ITEM 1101 � WIRES, CABLES AND WIRING DEVICES","BuildingEstimate, Cost-Estimate"
"1101 (1) d7","1101 (1)D7","Electric Wire 1C X 70 XLPE","Roll","Other","General Works","DIVISION II - BUILDING","PART F","ITEM 1101 � WIRES, CABLES AND WIRING DEVICES","BuildingEstimate, Cost-Estimate"
"1101 (1) d8","1101 (1)D8","Electric Wire 1C X 95 XLPE","Roll","Other","General Works","DIVISION II - BUILDING","PART F","ITEM 1101 � WIRES, CABLES AND WIRING DEVICES","BuildingEstimate, Cost-Estimate"
"1101 (1) d9","1101 (1)D9","Electric Wire 1C X 120 XLPE","Roll","Other","General Works","DIVISION II - BUILDING","PART F","ITEM 1101 � WIRES, CABLES AND WIRING DEVICES","BuildingEstimate, Cost-Estimate"
"1101 (1) e1","1101 (1)E1","Electric Wire 2C X 4 XLPE","Roll","Other","General Works","DIVISION II - BUILDING","PART F","ITEM 1101 � WIRES, CABLES AND WIRING DEVICES","BuildingEstimate, Cost-Estimate"
"1101 (1) e10","1101 (1)E10","Electric Wire 2C X 185 XLPE","Roll","Other","General Works","DIVISION II - BUILDING","PART F","ITEM 1101 � WIRES, CABLES AND WIRING DEVICES","BuildingEstimate, Cost-Estimate"
"1101 (1) e11","1101 (1)E11","Electric Wire 2C X 240 XLPE","Roll","Other","General Works","DIVISION II - BUILDING","PART F","ITEM 1101 � WIRES, CABLES AND WIRING DEVICES","BuildingEstimate, Cost-Estimate"
"1101 (1) e12","1101 (1)E12","Electric Wire 2C X 300 XLPE","Roll","Other","General Works","DIVISION II - BUILDING","PART F","ITEM 1101 � WIRES, CABLES AND WIRING DEVICES","BuildingEstimate, Cost-Estimate"
"1101 (1) e13","1101 (1)E13","Electric Wire 2C X 400 XLPE","Roll","Other","General Works","DIVISION II - BUILDING","PART F","ITEM 1101 � WIRES, CABLES AND WIRING DEVICES","BuildingEstimate, Cost-Estimate"
"1101 (1) e14","1101 (1)E14","Electric Wire 2C X 500 XLPE Page 6 STANDARD PAY ITEM LIST FOR INFRASTRUCTURE PROJECTS","Roll","Other","General Works","DIVISION II - BUILDING","PART F","ITEM 1101 � WIRES, CABLES AND WIRING DEVICES","BuildingEstimate, Cost-Estimate"
"1101 (1) e2","1101 (1)E2","Electric Wire 2C X 6 XLPE","Roll","Other","General Works","DIVISION II - BUILDING","PART F","ITEM 1101 � WIRES, CABLES AND WIRING DEVICES","BuildingEstimate, Cost-Estimate"
"1101 (1) e3","1101 (1)E3","Electric Wire 2C X 10 XLPE","Roll","Other","General Works","DIVISION II - BUILDING","PART F","ITEM 1101 � WIRES, CABLES AND WIRING DEVICES","BuildingEstimate, Cost-Estimate"
"1101 (1) e4","1101 (1)E4","Electric Wire 2C X 25 XLPE","Roll","Other","General Works","DIVISION II - BUILDING","PART F","ITEM 1101 � WIRES, CABLES AND WIRING DEVICES","BuildingEstimate, Cost-Estimate"
"1101 (1) e5","1101 (1)E5","Electric Wire 2C X 35 XLPE","Roll","Other","General Works","DIVISION II - BUILDING","PART F","ITEM 1101 � WIRES, CABLES AND WIRING DEVICES","BuildingEstimate, Cost-Estimate"
"1101 (1) e6","1101 (1)E6","Electric Wire 2C X 50 XLPE","Roll","Other","General Works","DIVISION II - BUILDING","PART F","ITEM 1101 � WIRES, CABLES AND WIRING DEVICES","BuildingEstimate, Cost-Estimate"
"1101 (1) e7","1101 (1)E7","Electric Wire 2C X 70 XLPE","Roll","Other","General Works","DIVISION II - BUILDING","PART F","ITEM 1101 � WIRES, CABLES AND WIRING DEVICES","BuildingEstimate, Cost-Estimate"
"1101 (1) e8","1101 (1)E8","Electric Wire 2C X 95 XLPE","Roll","Other","General Works","DIVISION II - BUILDING","PART F","ITEM 1101 � WIRES, CABLES AND WIRING DEVICES","BuildingEstimate, Cost-Estimate"
"1101 (1) e9","1101 (1)E9","Electric Wire 2C X 120 XLPE","Roll","Other","General Works","DIVISION II - BUILDING","PART F","ITEM 1101 � WIRES, CABLES AND WIRING DEVICES","BuildingEstimate, Cost-Estimate"
"1101 (1) f1","1101 (1)F1","Electric Wire 3C X 4 XLPE","Roll","Other","General Works","DIVISION II - BUILDING","PART F","ITEM 1101 � WIRES, CABLES AND WIRING DEVICES","BuildingEstimate, Cost-Estimate"
"1101 (1) f10","1101 (1)F10","Electric Wire 3C X 185 XLPE","Roll","Other","General Works","DIVISION II - BUILDING","PART F","ITEM 1101 � WIRES, CABLES AND WIRING DEVICES","BuildingEstimate, Cost-Estimate"
"1101 (1) f11","1101 (1)F11","Electric Wire 3C X 240 XLPE","Roll","Other","General Works","DIVISION II - BUILDING","PART F","ITEM 1101 � WIRES, CABLES AND WIRING DEVICES","BuildingEstimate, Cost-Estimate"
"1101 (1) f12","1101 (1)F12","Electric Wire 3C X 300 XLPE","Roll","Other","General Works","DIVISION II - BUILDING","PART F","ITEM 1101 � WIRES, CABLES AND WIRING DEVICES","BuildingEstimate, Cost-Estimate"
"1101 (1) f13","1101 (1)F13","Electric Wire 3C X 400 XLPE","Roll","Other","General Works","DIVISION II - BUILDING","PART F","ITEM 1101 � WIRES, CABLES AND WIRING DEVICES","BuildingEstimate, Cost-Estimate"
"1101 (1) f14","1101 (1)F14","Electric Wire 3C X 500 XLPE","Roll","Other","General Works","DIVISION II - BUILDING","PART F","ITEM 1101 � WIRES, CABLES AND WIRING DEVICES","BuildingEstimate, Cost-Estimate"
"1101 (1) f15","1101 (1)F15","Electric Wire 3C X 14 XLPE 1.6 mm dia.","Roll","Other","General Works","DIVISION II - BUILDING","PART F","ITEM 1101 � WIRES, CABLES AND WIRING DEVICES","BuildingEstimate, Cost-Estimate"
"1101 (1) f2","1101 (1)F2","Electric Wire 3C X 6 XLPE","Roll","Other","General Works","DIVISION II - BUILDING","PART F","ITEM 1101 � WIRES, CABLES AND WIRING DEVICES","BuildingEstimate, Cost-Estimate"
"1101 (1) f3","1101 (1)F3","Electric Wire 3C X 10 XLPE","Roll","Other","General Works","DIVISION II - BUILDING","PART F","ITEM 1101 � WIRES, CABLES AND WIRING DEVICES","BuildingEstimate, Cost-Estimate"
"1101 (1) f4","1101 (1)F4","Electric Wire 3C X 25 XLPE","Roll","Other","General Works","DIVISION II - BUILDING","PART F","ITEM 1101 � WIRES, CABLES AND WIRING DEVICES","BuildingEstimate, Cost-Estimate"
"1101 (1) f5","1101 (1)F5","Electric Wire 3C X 35 XLPE","Roll","Other","General Works","DIVISION II - BUILDING","PART F","ITEM 1101 � WIRES, CABLES AND WIRING DEVICES","BuildingEstimate, Cost-Estimate"
"1101 (1) f6","1101 (1)F6","Electric Wire 3C X 50 XLPE","Roll","Other","General Works","DIVISION II - BUILDING","PART F","ITEM 1101 � WIRES, CABLES AND WIRING DEVICES","BuildingEstimate, Cost-Estimate"
"1101 (1) f7","1101 (1)F7","Electric Wire 3C X 70 XLPE","Roll","Other","General Works","DIVISION II - BUILDING","PART F","ITEM 1101 � WIRES, CABLES AND WIRING DEVICES","BuildingEstimate, Cost-Estimate"
"1101 (1) f8","1101 (1)F8","Electric Wire 3C X 95 XLPE","Roll","Other","General Works","DIVISION II - BUILDING","PART F","ITEM 1101 � WIRES, CABLES AND WIRING DEVICES","BuildingEstimate, Cost-Estimate"
"1101 (1) f9","1101 (1)F9","Electric Wire 3C X 120 XLPE","Roll","Other","General Works","DIVISION II - BUILDING","PART F","ITEM 1101 � WIRES, CABLES AND WIRING DEVICES","BuildingEstimate, Cost-Estimate"
"1101 (10)","1101 (10)","Dimmer Switch","Set","Other","General Works","DIVISION II - BUILDING","PART F","ITEM 1101 � WIRES, CABLES AND WIRING DEVICES","BuildingEstimate, Cost-Estimate"
"1101 (11)","1101 (11)","Master Selector Switch","Set","Other","General Works","DIVISION II - BUILDING","PART F","ITEM 1101 � WIRES, CABLES AND WIRING DEVICES","BuildingEstimate, Cost-Estimate"
"1101 (12)","1101 (12)","Automatic Door Switch","Set","Other","General Works","DIVISION II - BUILDING","PART F","ITEM 1101 � WIRES, CABLES AND WIRING DEVICES","BuildingEstimate, Cost-Estimate"
"1101 (13)","1101 (13)","Switch Bank","Set","Other","General Works","DIVISION II - BUILDING","PART F","ITEM 1101 � WIRES, CABLES AND WIRING DEVICES","BuildingEstimate, Cost-Estimate"
"1101 (14) a","1101 (14)A","Passive Infra-Red (Presence) Detector/Switch Surface Mounted","Set","Other","General Works","DIVISION II - BUILDING","PART F","ITEM 1101 � WIRES, CABLES AND WIRING DEVICES","BuildingEstimate, Cost-Estimate"
"1101 (14) b","1101 (14)B","Passive Infra-Red (Presence) Detector/Switch Recessed","Set","Other","General Works","DIVISION II - BUILDING","PART F","ITEM 1101 � WIRES, CABLES AND WIRING DEVICES","BuildingEstimate, Cost-Estimate"
"1101 (15)","1101 (15)","Single Convenience Outlet/Receptacle, Grounding Type (GT)","Set","Other","General Works","DIVISION II - BUILDING","PART F","ITEM 1101 � WIRES, CABLES AND WIRING DEVICES","BuildingEstimate, Cost-Estimate"
"1101 (16)","1101 (16)","Duplex Convenience Outlets/Receptacles (GT)","Set","Other","General Works","DIVISION II - BUILDING","PART F","ITEM 1101 � WIRES, CABLES AND WIRING DEVICES","BuildingEstimate, Cost-Estimate"
"1101 (17)","1101 (17)","Heavy Duty Convenience Outlet/Receptacles (GT)","Set","Other","General Works","DIVISION II - BUILDING","PART F","ITEM 1101 � WIRES, CABLES AND WIRING DEVICES","BuildingEstimate, Cost-Estimate"
"1101 (18)","1101 (18)","Weatherproof Single Convenience Outlet/Receptacle (GT)","Set","Other","General Works","DIVISION II - BUILDING","PART F","ITEM 1101 � WIRES, CABLES AND WIRING DEVICES","BuildingEstimate, Cost-Estimate"
"1101 (19)","1101 (19)","Weatherproof Duplex Convenience Outlet/Receptacle (GT)","Set","Other","General Works","DIVISION II - BUILDING","PART F","ITEM 1101 � WIRES, CABLES AND WIRING DEVICES","BuildingEstimate, Cost-Estimate"
"1101 (2) a1","1101 (2)A1","Electric Wire Solid TW/THHN/THWN2 2.0 mm dia.","Meter","Other","General Works","DIVISION II - BUILDING","PART F","ITEM 1101 � WIRES, CABLES AND WIRING DEVICES","BuildingEstimate, Cost-Estimate"
"1101 (2) a2","1101 (2)A2","Electric Wire Solid TW/THHN/THWN2 2.6 mm dia.","Meter","Other","General Works","DIVISION II - BUILDING","PART F","ITEM 1101 � WIRES, CABLES AND WIRING DEVICES","BuildingEstimate, Cost-Estimate"
"1101 (2) a3","1101 (2)A3","Electric Wire Solid TW/THHN/THWN2 3.2 mm dia.","Meter","Other","General Works","DIVISION II - BUILDING","PART F","ITEM 1101 � WIRES, CABLES AND WIRING DEVICES","BuildingEstimate, Cost-Estimate"
"1101 (2) a4","1101 (2)A4","Electric Wire Solid TW/THHN/THWN2 2.0 mm2","Meter","Other","General Works","DIVISION II - BUILDING","PART F","ITEM 1101 � WIRES, CABLES AND WIRING DEVICES","BuildingEstimate, Cost-Estimate"
"1101 (2) b1","1101 (2)B1","Electric Wire Stranded TW/THHN/THWN2 3.5 mm2","Meter","Other","General Works","DIVISION II - BUILDING","PART F","ITEM 1101 � WIRES, CABLES AND WIRING DEVICES","BuildingEstimate, Cost-Estimate"
"1101 (2) b10","1101 (2)B10","Electric Wire Stranded TW/THHN/THWN2 80 mm2","Meter","Other","General Works","DIVISION II - BUILDING","PART F","ITEM 1101 � WIRES, CABLES AND WIRING DEVICES","BuildingEstimate, Cost-Estimate"
"1101 (2) b11","1101 (2)B11","Electric Wire Stranded TW/THHN/THWN2 100 mm2","Meter","Other","General Works","DIVISION II - BUILDING","PART F","ITEM 1101 � WIRES, CABLES AND WIRING DEVICES","BuildingEstimate, Cost-Estimate"
"1101 (2) b12","1101 (2)B12","Electric Wire Stranded TW/THHN/THWN2 125 mm2","Meter","Other","General Works","DIVISION II - BUILDING","PART F","ITEM 1101 � WIRES, CABLES AND WIRING DEVICES","BuildingEstimate, Cost-Estimate"
"1101 (2) b13","1101 (2)B13","Electric Wire Stranded TW/THHN/THWN2 150 mm2","Meter","Other","General Works","DIVISION II - BUILDING","PART F","ITEM 1101 � WIRES, CABLES AND WIRING DEVICES","BuildingEstimate, Cost-Estimate"
"1101 (2) b14","1101 (2)B14","Electric Wire Stranded TW/THHN/THWN2 200 mm2","Meter","Other","General Works","DIVISION II - BUILDING","PART F","ITEM 1101 � WIRES, CABLES AND WIRING DEVICES","BuildingEstimate, Cost-Estimate"
"1101 (2) b15","1101 (2)B15","Electric Wire Stranded TW/THHN/THWN2 250 mm2","Meter","Other","General Works","DIVISION II - BUILDING","PART F","ITEM 1101 � WIRES, CABLES AND WIRING DEVICES","BuildingEstimate, Cost-Estimate"
"1101 (2) b16","1101 (2)B16","Electric Wire Stranded TW/THHN/THWN2 325 mm2","Meter","Other","General Works","DIVISION II - BUILDING","PART F","ITEM 1101 � WIRES, CABLES AND WIRING DEVICES","BuildingEstimate, Cost-Estimate"
"1101 (2) b17","1101 (2)B17","Electric Wire Stranded TW/THHN/THWN2 400 mm2","Meter","Other","General Works","DIVISION II - BUILDING","PART F","ITEM 1101 � WIRES, CABLES AND WIRING DEVICES","BuildingEstimate, Cost-Estimate"
"1101 (2) b18","1101 (2)B18","Electric Wire Stranded TW/THHN/THWN2 500 mm2","Meter","Other","General Works","DIVISION II - BUILDING","PART F","ITEM 1101 � WIRES, CABLES AND WIRING DEVICES","BuildingEstimate, Cost-Estimate"
"1101 (2) b19","1101 (2)B19","Electric Wire Stranded TW/THHN/THWN2","Meter","Other","General Works","DIVISION II - BUILDING","PART F","ITEM 1101 � WIRES, CABLES AND WIRING DEVICES","BuildingEstimate, Cost-Estimate"
"1101 (2) b2","1101 (2)B2","Electric Wire Stranded TW/THHN/THWN2 5.5 mm2","Meter","Other","General Works","DIVISION II - BUILDING","PART F","ITEM 1101 � WIRES, CABLES AND WIRING DEVICES","BuildingEstimate, Cost-Estimate"
